0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,5,2
4,4,2
4,3,2
4,2,2
4,1,2
4,0,2
3,0,2
4,0,2
5,0,2
6,0,2
6,1,2
7,1,2
8,1,2
8,1,1
7,1,1
6,1,1
6,0,1
6,1,1
7,1,1
8,1,1
8,1,2
8,2,2
8,3,2
9,3,2
9,4,2
9,5,2
8,5,2
7,5,2
6,5,2
5,5,2
4,5,2
4,5,0
5,5,0
6,5,0
7,5,0
8,5,0
9,5,0
8,5,0
7,5,0
6,5,0
5,5,0
4,5,0
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
9,5,1
9,6,1
9,5,1
8,5,1
7,5,1
6,5,1
5,5,1
4,5,1
4,5,2
4,6,2
4,7,2
5,7,2
6,7,2
7,7,2
8,7,2
9,7,2
8,7,2
7,7,2
6,7,2
5,7,2
4,7,2
4,6,2
4,5,2
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
5,9,1
6,9,1
7,9,1
8,9,1
