0,0,0
0,1,0
0,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
5,3,2
4,3,2
3,3,2
2,3,2
1,3,2
0,3,2
0,2,2
0,1,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
1,5,2
2,5,2
3,5,2
4,5,2
5,5,2
6,5,2
6,5,0
5,5,0
4,5,0
3,5,0
2,5,0
1,5,0
0,5,0
0,6,0
0,7,0
0,8,0
0,7,0
0,6,0
0,5,0
1,5,0
2,5,0
3,5,0
4,5,0
5,5,0
6,5,0
6,5,2
5,5,2
4,5,2
3,5,2
2,5,2
1,5,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
1,9,2
2,9,2
3,9,2
4,9,2
4,8,2
4,7,2
4,6,2
4,5,2
5,5,2
6,5,2
6,5,0
5,5,0
4,5,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
8,8,0
9,8,0
9,7,0
9,6,0
9,5,0
8,5,0
8,4,0
7,4,0
6,4,0
6,5,0
6,5,2
6,6,2
6,7,2
7,7,2
8,7,2
9,7,2
9,8,2
9,9,2
8,9,2
7,9,2
6,9,2
6,8,2
6,7,2
6,6,2
6,5,2
6,5,1
6,6,1
6,7,1
6,8,1
6,9,1
7,9,1
8,9,1
9,9,1
9,8,1
9,7,1
9,6,1
9,5,1
9,4,1
9,3,1
9,2,1
