0,0,0
1,0,0
2,0,0
3,0,0
2,0,0
1,0,0
1,0,1
2,0,1
3,0,1
2,0,1
1,0,1
1,0,2
2,0,2
3,0,2
4,0,2
5,0,2
4,0,2
3,0,2
2,0,2
1,0,2
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
7,1,0
7,2,0
7,3,0
8,3,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,7,1
9,6,1
9,5,1
9,4,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,7,2
9,6,2
9,5,2
9,4,2
9,3,2
9,2,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
9,6,2
9,7,2
9,7,1
9,8,1
9,7,1
9,7,0
9,8,0
9,9,0
9,8,0
9,7,0
9,7,1
8,7,1
7,7,1
6,7,1
5,7,1
5,8,1
5,9,1
5,8,1
5,7,1
6,7,1
7,7,1
8,7,1
9,7,1
9,7,2
8,7,2
7,7,2
6,7,2
5,7,2
5,8,2
