0,0,0
0,1,0
0,2,0
0,3,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
5,2,2
4,2,2
3,2,2
2,2,2
1,2,2
0,2,2
0,3,2
0,4,2
0,3,2
0,2,2
1,2,2
2,2,2
3,2,2
4,2,2
5,2,2
5,2,1
5,3,1
5,4,1
4,4,1
3,4,1
2,4,1
1,4,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
1,9,1
2,9,1
2,8,1
2,7,1
2,6,1
2,5,1
2,4,1
3,4,1
4,4,1
5,4,1
5,3,1
5,2,1
5,2,0
4,2,0
3,2,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
8,9,0
7,9,0
6,9,0
5,9,0
5,8,0
5,7,0
5,6,0
5,5,0
5,4,0
5,3,0
5,2,0
5,2,1
5,3,1
5,4,1
5,5,1
5,6,1
5,7,1
5,8,1
5,9,1
6,9,1
7,9,1
8,9,1
9,9,1
9,8,1
9,7,1
9,6,1
8,6,1
7,6,1
6,6,1
5,6,1
5,5,1
5,4,1
5,3,1
5,2,1
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
6,6,0
7,6,0
8,6,0
9,6,0
9,5,0
9,4,0
9,3,0
8,3,0
7,3,0
6,3,0
5,3,0
5,2,0
5,2,1
5,3,1
5,4,1
6,4,1
7,4,1
8,4,1
9,4,1
8,4,1
7,4,1
6,4,1
5,4,1
5,3,1
5,2,1
5,2,2
5,3,2
6,3,2
7,3,2
8,3,2
8,4,2
