0,0,0
0,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
9,2,1
8,2,1
7,2,1
6,2,1
5,2,1
4,2,1
3,2,1
2,2,1
1,2,1
0,2,1
0,1,1
0,2,1
1,2,1
2,2,1
3,2,1
4,2,1
5,2,1
6,2,1
7,2,1
8,2,1
9,2,1
9,2,2
8,2,2
7,2,2
6,2,2
5,2,2
4,2,2
3,2,2
2,2,2
1,2,2
0,2,2
0,1,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
1,8,2
2,8,2
3,8,2
4,8,2
5,8,2
6,8,2
7,8,2
7,8,1
6,8,1
5,8,1
5,7,1
4,7,1
3,7,1
3,8,1
2,8,1
1,8,1
0,8,1
0,7,1
0,6,1
0,7,1
0,8,1
0,9,1
1,9,1
2,9,1
3,9,1
4,9,1
5,9,1
5,8,1
6,8,1
7,8,1
7,8,0
6,8,0
5,8,0
5,9,0
4,9,0
3,9,0
2,9,0
