0,0,0
0,1,0
0,2,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
6,1,1
5,1,1
4,1,1
3,1,1
2,1,1
1,1,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
1,7,1
2,7,1
3,7,1
4,7,1
5,7,1
6,7,1
6,7,2
5,7,2
4,7,2
3,7,2
2,7,2
2,6,2
1,6,2
0,6,2
0,7,2
0,6,2
1,6,2
2,6,2
2,7,2
3,7,2
4,7,2
5,7,2
6,7,2
6,7,0
5,7,0
4,7,0
3,7,0
2,7,0
1,7,0
0,7,0
0,8,0
0,9,0
1,9,0
2,9,0
3,9,0
3,8,0
3,7,0
4,7,0
5,7,0
6,7,0
6,7,1
5,7,1
4,7,1
3,7,1
3,8,1
3,9,1
4,9,1
4,8,1
4,7,1
5,7,1
6,7,1
6,7,2
5,7,2
4,7,2
4,8,2
4,9,2
4,8,2
4,7,2
5,7,2
6,7,2
6,7,0
5,7,0
5,8,0
5,9,0
6,9,0
6,8,0
6,7,0
6,7,2
6,8,2
6,9,2
7,9,2
6,9,2
6,8,2
6,7,2
6,7,1
6,8,1
6,9,1
7,9,1
8,9,1
9,9,1
8,9,1
7,9,1
6,9,1
6,8,1
6,7,1
6,7,0
6,8,0
6,9,0
7,9,0
8,9,0
9,9,0
9,8,0
8,8,0
7,8,0
6,8,0
6,7,0
6,7,1
6,6,1
6,5,1
6,4,1
7,4,1
8,4,1
9,4,1
8,4,1
7,4,1
6,4,1
6,3,1
6,2,1
6,1,1
6,1,2
6,2,2
6,3,2
6,4,2
7,4,2
8,4,2
