0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
5,0,1
4,0,1
3,0,1
2,0,1
1,0,1
2,0,1
3,0,1
4,0,1
5,0,1
5,0,2
4,0,2
3,0,2
2,0,2
1,0,2
0,0,2
0,1,2
0,2,2
0,3,2
0,2,2
0,1,2
0,0,2
1,0,2
2,0,2
3,0,2
4,0,2
5,0,2
5,0,1
4,0,1
3,0,1
2,0,1
1,0,1
0,0,1
0,1,1
0,2,1
0,3,1
0,2,1
0,1,1
0,0,1
1,0,1
2,0,1
3,0,1
4,0,1
5,0,1
5,0,0
4,0,0
3,0,0
2,0,0
1,0,0
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
8,8,0
9,8,0
9,8,1
8,8,1
7,8,1
6,8,1
5,8,1
4,8,1
4,9,1
3,9,1
2,9,1
3,9,1
4,9,1
4,8,1
5,8,1
6,8,1
7,8,1
8,8,1
9,8,1
9,8,2
8,8,2
7,8,2
6,8,2
5,8,2
4,8,2
3,8,2
2,8,2
1,8,2
1,9,2
2,9,2
3,9,2
4,9,2
5,9,2
6,9,2
7,9,2
7,8,2
8,8,2
9,8,2
9,8,1
8,8,1
7,8,1
7,9,1
8,9,1
9,9,1
9,8,1
9,8,0
9,9,0
9,8,0
9,7,0
9,8,0
9,8,2
9,7,2
9,6,2
9,5,2
9,6,2
9,7,2
9,8,2
9,8,1
9,7,1
9,6,1
9,5,1
9,4,1
9,3,1
9,2,1
9,1,1
