0,0,0
0,1,0
0,2,0
0,3,0
1,3,0
2,3,0
3,3,0
3,3,2
2,3,2
1,3,2
0,3,2
0,2,2
0,1,2
0,0,2
1,0,2
2,0,2
2,1,2
2,2,2
2,3,2
3,3,2
3,3,1
3,2,1
2,2,1
2,1,1
2,0,1
3,0,1
3,1,1
3,2,1
3,3,1
3,3,0
3,2,0
3,1,0
3,0,0
4,0,0
5,0,0
4,0,0
3,0,0
3,1,0
3,2,0
3,3,0
3,3,1
3,2,1
3,1,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
9,0,1
8,0,1
7,0,1
6,0,1
5,0,1
4,0,1
3,0,1
3,1,1
3,2,1
3,3,1
3,3,2
3,2,2
4,2,2
4,1,2
4,0,2
5,0,2
6,0,2
7,0,2
8,0,2
9,0,2
9,1,2
9,2,2
8,2,2
7,2,2
6,2,2
5,2,2
4,2,2
3,2,2
3,3,2
3,3,1
3,4,1
4,4,1
5,4,1
6,4,1
7,4,1
8,4,1
9,4,1
9,5,1
9,6,1
9,7,1
9,6,1
8,6,1
7,6,1
7,7,1
6,7,1
5,7,1
4,7,1
4,7,2
5,7,2
6,7,2
7,7,2
8,7,2
9,7,2
8,7,2
7,7,2
6,7,2
5,7,2
4,7,2
4,7,0
4,8,0
5,8,0
6,8,0
7,8,0
8,8,0
9,8,0
8,8,0
7,8,0
6,8,0
5,8,0
4,8,0
4,7,0
4,7,1
4,8,1
4,9,1
5,9,1
6,9,1
7,9,1
8,9,1
