0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,5,1
0,4,1
0,3,1
0,2,1
0,1,1
0,0,1
1,0,1
2,0,1
1,0,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,5,2
0,4,2
0,3,2
0,2,2
0,1,2
0,0,2
1,0,2
2,0,2
3,0,2
4,0,2
5,0,2
6,0,2
7,0,2
8,0,2
8,1,2
8,2,2
9,2,2
9,3,2
8,3,2
7,3,2
6,3,2
6,4,2
6,5,2
5,5,2
5,6,2
5,7,2
5,8,2
5,9,2
5,9,1
5,8,1
5,7,1
6,7,1
6,6,1
6,5,1
6,4,1
7,4,1
8,4,1
8,3,1
9,3,1
9,4,1
9,5,1
9,6,1
8,6,1
8,7,1
8,8,1
8,9,1
7,9,1
6,9,1
5,9,1
5,9,2
6,9,2
7,9,2
8,9,2
7,9,2
6,9,2
5,9,2
5,9,0
6,9,0
5,9,0
4,9,0
3,9,0
4,9,0
5,9,0
5,9,1
4,9,1
3,9,1
2,9,1
1,9,1
