0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
5,4,0
5,4,1
4,4,1
4,3,1
4,2,1
4,1,1
4,0,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,4,0
5,3,0
5,2,0
5,1,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,4,1
5,3,1
5,2,1
5,1,1
5,0,1
6,0,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,4,2
5,3,2
6,3,2
6,2,2
6,1,2
6,0,2
7,0,2
8,0,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
8,4,2
7,4,2
6,4,2
5,4,2
5,4,1
5,5,1
6,5,1
7,5,1
7,6,1
8,6,1
9,6,1
8,6,1
7,6,1
7,5,1
6,5,1
5,5,1
5,4,1
5,4,0
5,5,0
5,6,0
6,6,0
7,6,0
8,6,0
9,6,0
9,7,0
9,8,0
9,9,0
8,9,0
7,9,0
6,9,0
5,9,0
5,9,1
6,9,1
7,9,1
8,9,1
