0,0,0
0,1,0
0,2,0
1,2,0
2,2,0
2,2,1
1,2,1
0,2,1
0,1,1
0,0,1
1,0,1
1,1,1
1,2,1
2,2,1
2,2,2
1,2,2
0,2,2
0,1,2
0,0,2
0,1,2
0,2,2
1,2,2
2,2,2
2,2,1
1,2,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,8,1
1,8,1
1,8,2
0,8,2
0,9,2
1,9,2
1,8,2
1,8,1
1,9,1
2,9,1
3,9,1
4,9,1
5,9,1
6,9,1
5,9,1
4,9,1
3,9,1
2,9,1
1,9,1
1,8,1
1,8,2
1,9,2
2,9,2
3,9,2
4,9,2
5,9,2
6,9,2
7,9,2
8,9,2
9,9,2
8,9,2
7,9,2
6,9,2
5,9,2
4,9,2
3,9,2
2,9,2
1,9,2
1,8,2
1,8,1
1,9,1
2,9,1
3,9,1
4,9,1
5,9,1
6,9,1
7,9,1
8,9,1
9,9,1
9,8,1
8,8,1
7,8,1
6,8,1
5,8,1
4,8,1
3,8,1
2,8,1
1,8,1
1,8,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,0
7,8,0
8,8,0
