0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
5,5,0
6,5,0
7,5,0
7,6,0
7,6,1
6,6,1
5,6,1
4,6,1
4,5,1
4,4,1
4,3,1
4,2,1
4,1,1
4,0,1
5,0,1
6,0,1
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,6,2
7,5,2
7,4,2
7,3,2
7,2,2
7,1,2
7,0,2
7,1,2
7,2,2
7,3,2
7,4,2
7,5,2
7,6,2
7,6,1
7,5,1
7,4,1
7,3,1
7,2,1
7,1,1
7,0,1
8,0,1
9,0,1
8,0,1
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,6,0
7,5,0
7,4,0
7,3,0
7,2,0
7,1,0
7,0,0
8,0,0
9,0,0
9,1,0
9,2,0
8,2,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,6,1
7,5,1
7,4,1
7,3,1
7,2,1
8,2,1
9,2,1
9,3,1
9,4,1
8,4,1
7,4,1
7,5,1
7,6,1
7,6,2
7,5,2
7,4,2
8,4,2
